timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667103381514,1778,Request1,200,OK,Thread Group 1-7,text,true,,18106,234,10,10,https://www.google.com/,1221,0,0
1667103381514,1221,Request1-0,301,Moved Permanently,Thread Group 1-7,text,true,,703,115,10,10,https://google.com/,1221,0,0
1667103382735,557,Request1-1,200,OK,Thread Group 1-7,text,true,,17403,119,10,10,https://www.google.com/,546,0,0
1667103382495,966,Request1,200,OK,Thread Group 1-4,text,true,,18186,234,10,10,https://www.google.com/,410,0,0
1667103382495,410,Request1-0,301,Moved Permanently,Thread Group 1-4,text,true,,703,115,10,10,https://google.com/,410,0,0
1667103382905,556,Request1-1,200,OK,Thread Group 1-4,text,true,,17483,119,10,10,https://www.google.com/,545,0,0
1667103382276,1289,Request1,200,OK,Thread Group 1-3,text,true,,18175,234,10,10,https://www.google.com/,770,0,0
1667103382276,770,Request1-0,301,Moved Permanently,Thread Group 1-3,text,true,,703,115,10,10,https://google.com/,770,0,0
1667103383047,518,Request1-1,200,OK,Thread Group 1-3,text,true,,17472,119,10,10,https://www.google.com/,506,0,0
1667103382562,1297,Request1,200,OK,Thread Group 1-1,text,true,,18203,234,10,10,https://www.google.com/,385,0,0
1667103382562,385,Request1-0,301,Moved Permanently,Thread Group 1-1,text,true,,703,115,10,10,https://google.com/,385,0,0
1667103382947,912,Request1-1,200,OK,Thread Group 1-1,text,true,,17500,119,10,10,https://www.google.com/,900,0,0
1667103381384,2596,Request1,200,OK,Thread Group 1-2,text,true,,18209,234,10,10,https://www.google.com/,2027,0,0
1667103381384,2027,Request1-0,301,Moved Permanently,Thread Group 1-2,text,true,,703,115,10,10,https://google.com/,2027,0,0
1667103383411,569,Request1-1,200,OK,Thread Group 1-2,text,true,,17506,119,10,10,https://www.google.com/,547,0,0
1667103383292,1251,Request1,200,OK,Thread Group 1-7,text,true,,18168,234,10,10,https://www.google.com/,445,0,0
1667103383281,1262,Request1,200,OK,Thread Group 1-8,text,true,,18142,234,10,10,https://www.google.com/,686,0,0
1667103383292,445,Request1-0,301,Moved Permanently,Thread Group 1-7,text,true,,703,115,10,10,https://google.com/,445,0,0
1667103383281,686,Request1-0,301,Moved Permanently,Thread Group 1-8,text,true,,703,115,10,10,https://google.com/,686,0,0
